ID,ShotsCode,EquipmentID,TriggerTime,Monitor,CreateTime
27021,599,192.168.0.101,2020-07-23 04:34:03,"240,235,236,230,225,248,48,0,999,999,45.20,41.22,104.50,465,90,0,0,0,599,620,810,260,180,4,100,0,0,0,1.6,3.0,25.1,49.9,29.6,0.0,219,326,866,1173,1006,180,0.0,180,0.0,-38,0.1,-38,0.1,0.00,49.52,7.37,9.01,12.0,59.30,63.28,999,0,0,67.14,0,1323,50.2,37.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B7",2020-07-23 04:33:53.550
27029,600,192.168.0.101,2020-07-23 04:34:52,"240,235,236,230,225,248,48,0,999,999,45.20,41.16,104.50,465,90,0,0,0,599,620,810,260,180,4,100,0,0,0,1.6,3.0,25.1,49.9,29.6,0.1,216,325,864,1169,1005,180,0.1,180,0.1,-38,0.1,-38,0.1,0.00,49.52,7.37,9.02,12.0,59.30,63.34,999,0,0,67.21,0,1318,50.2,37.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B0",2020-07-23 04:34:43.813
27037,601,192.168.0.101,2020-07-23 04:35:42,"240,235,236,230,225,248,48,0,999,999,45.20,41.07,104.50,465,90,0,0,0,598,620,810,260,180,4,100,0,0,0,1.6,3.0,25.1,49.9,29.6,0.1,212,329,864,1168,1003,180,0.1,180,0.1,-37,0.0,-37,0.0,0.00,49.52,7.37,8.94,11.9,59.30,63.43,999,0,0,67.29,0,1316,50.2,37.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B9",2020-07-23 04:35:33.063
27043,602,192.168.0.101,2020-07-23 04:36:31,"240,235,236,230,225,248,48,0,999,999,45.20,41.08,104.50,465,90,0,0,0,598,620,810,260,180,4,100,0,0,0,1.6,3.0,25.1,49.9,29.6,0.0,210,327,863,1170,1003,180,0.0,180,0.0,-39,0.0,-39,0.0,0.00,49.52,7.37,8.98,11.9,59.30,63.42,999,0,0,67.29,0,1318,50.2,37.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B4",2020-07-23 04:36:23.263
27049,603,192.168.0.101,2020-07-23 04:37:21,"240,235,236,230,225,248,48,0,999,999,45.20,41.12,104.50,465,90,0,0,0,599,620,810,260,180,4,100,0,0,0,1.6,3.0,25.1,49.9,29.6,0.0,214,326,864,1171,1005,180,0.0,180,0.0,-38,0.0,-38,0.0,0.00,49.52,7.37,8.95,11.9,59.30,63.38,999,0,0,67.24,0,1320,50.2,37.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B1",2020-07-23 04:37:12.457
27056,604,192.168.0.101,2020-07-23 04:38:10,"240,235,236,230,225,248,48,0,999,999,45.20,40.99,104.50,465,90,0,0,0,597,620,810,260,180,4,100,0,0,0,1.6,3.0,25.1,49.9,29.6,0.0,203,327,860,1165,1002,180,0.0,180,0.0,-38,0.1,-38,0.1,0.00,49.52,7.37,8.97,11.9,59.30,63.51,999,0,0,67.37,0,1312,50.2,37.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B8",2020-07-23 04:38:02.703
27062,605,192.168.0.101,2020-07-23 04:39:00,"240,235,236,230,225,248,48,0,999,999,45.20,41.12,104.50,465,90,0,0,0,597,620,810,260,180,4,100,0,0,0,1.6,3.0,25.1,49.9,29.6,0.1,214,327,860,1167,1002,180,0.1,180,0.1,-38,0.1,-38,0.1,0.00,49.52,7.37,8.95,11.9,59.30,63.38,999,0,0,67.25,0,1314,50.2,37.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B7",2020-07-23 04:38:50.893
27069,606,192.168.0.101,2020-07-23 04:39:49,"240,235,236,230,225,248,48,0,999,999,45.20,41.09,104.50,465,90,0,0,0,598,620,810,260,180,4,100,0,0,0,1.6,3.0,25.1,49.9,29.6,0.1,211,326,862,1167,1004,180,0.1,180,0.1,-38,0.0,-38,0.0,0.00,49.52,7.37,8.98,11.9,59.30,63.41,999,0,0,67.26,0,1315,50.2,37.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C8",2020-07-23 04:39:41.127
27076,607,192.168.0.101,2020-07-23 04:40:39,"240,235,236,230,225,248,48,0,999,999,45.20,41.15,104.50,465,90,0,0,0,600,620,810,260,180,4,100,0,0,0,1.6,3.0,25.1,49.9,29.6,0.0,215,327,865,1171,1005,180,0.0,180,0.0,-38,0.1,-38,0.1,0.00,49.52,7.37,8.94,11.9,59.30,63.35,999,0,0,67.22,0,1319,50.2,37.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B3",2020-07-23 04:40:30.347
27082,608,192.168.0.101,2020-07-23 04:41:28,"240,235,236,230,225,248,48,0,999,999,45.20,41.14,104.50,465,90,0,0,0,599,620,810,260,180,4,100,0,0,0,1.6,3.0,25.1,49.9,29.6,0.1,213,327,863,1168,1003,180,0.1,180,0.1,-38,0.0,-38,0.0,0.00,49.52,7.37,8.96,11.9,59.30,63.36,999,0,0,67.23,0,1318,50.2,37.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C6",2020-07-23 04:41:20.533
27088,609,192.168.0.101,2020-07-23 04:42:18,"240,235,236,230,225,248,48,0,999,999,45.20,41.19,104.50,465,90,0,0,0,600,620,810,260,180,4,100,0,0,0,1.6,3.0,25.1,49.9,29.6,0.1,219,327,866,1171,1005,180,0.1,180,0.1,-38,0.0,-38,0.0,0.00,49.52,7.37,8.97,11.9,59.30,63.31,999,0,0,67.18,0,1320,50.2,37.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B5",2020-07-23 04:42:08.720
27097,610,192.168.0.101,2020-07-23 04:43:07,"240,235,236,230,225,247,48,0,999,999,45.20,41.28,104.50,465,90,0,0,0,601,620,810,260,180,4,100,0,0,0,1.6,3.0,25.1,49.9,29.6,0.0,225,328,870,1174,1007,180,0.0,180,0.0,-38,0.1,-38,0.1,0.00,49.52,7.37,8.93,11.9,59.30,63.22,999,0,0,67.09,0,1327,50.2,37.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AC",2020-07-23 04:42:59.017
27103,611,192.168.0.101,2020-07-23 04:43:57,"240,235,236,230,225,248,48,0,999,999,45.20,41.11,104.50,465,90,0,0,0,598,620,810,260,180,4,100,0,0,0,1.6,3.0,25.1,49.9,29.6,0.0,212,326,861,1169,1003,180,0.0,180,0.0,-37,0.0,-37,0.0,0.00,49.52,7.37,9.00,11.9,59.30,63.39,999,0,0,67.26,0,1316,50.2,37.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AB",2020-07-23 04:43:48.203
27110,612,192.168.0.101,2020-07-23 04:44:47,"240,235,236,230,225,248,48,0,999,999,45.20,41.04,104.50,465,90,0,0,0,598,620,810,260,180,4,100,0,0,0,1.6,3.0,25.1,49.9,29.6,0.0,210,327,862,1168,1004,180,0.0,180,0.0,-37,0.0,-37,0.0,0.00,49.52,7.37,8.97,11.9,59.30,63.46,999,0,0,67.32,0,1315,50.2,37.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BA",2020-07-23 04:44:38.440
27115,613,192.168.0.101,2020-07-23 04:45:36,"240,235,236,230,225,248,48,0,999,999,45.20,41.07,104.50,465,90,0,0,0,597,620,810,260,180,4,100,0,0,0,1.6,3.0,25.1,49.9,29.6,0.1,210,326,862,1168,1003,180,0.1,180,0.1,-38,0.0,-38,0.0,0.00,49.52,7.37,8.98,11.9,59.30,63.43,999,0,0,67.29,0,1316,50.2,37.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BE",2020-07-23 04:45:26.640
27124,614,192.168.0.101,2020-07-23 04:46:26,"240,235,236,230,225,248,48,0,999,999,45.20,41.05,104.50,465,90,0,0,0,597,620,810,260,180,4,100,0,0,0,1.6,3.0,25.1,49.9,29.6,0.0,208,326,861,1167,1003,180,0.0,180,0.0,-38,0.0,-38,0.0,0.00,49.52,7.37,8.98,11.9,59.30,63.45,999,0,0,67.31,0,1314,50.2,37.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BF",2020-07-23 04:46:16.943
27131,615,192.168.0.101,2020-07-23 04:47:15,"240,235,236,230,225,248,48,0,999,999,45.20,40.96,104.50,465,90,0,0,0,597,620,810,260,180,4,100,0,0,0,1.6,3.0,25.1,49.9,29.6,0.0,202,328,860,1167,1003,180,0.0,180,0.0,-38,0.0,-38,0.0,0.00,49.52,7.37,9.00,12.0,59.30,63.54,999,0,0,67.41,0,1311,50.2,37.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A0",2020-07-23 04:47:06.160
27136,616,192.168.0.101,2020-07-23 04:48:05,"240,235,236,230,225,247,48,0,999,999,45.20,41.15,104.50,465,90,0,0,0,599,620,810,260,180,4,100,0,0,0,1.6,3.0,25.1,49.9,29.6,0.1,216,329,867,1171,1005,180,0.1,180,0.1,-38,0.1,-38,0.1,0.00,49.52,7.37,8.97,11.9,59.30,63.35,999,0,0,67.22,0,1319,50.2,37.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CF",2020-07-23 04:47:56.313
27143,617,192.168.0.101,2020-07-23 04:48:54,"240,235,236,230,225,248,48,0,999,999,45.20,41.02,104.50,465,90,0,0,0,597,621,810,260,180,4,100,0,0,0,1.6,3.0,25.1,49.9,29.6,0.0,207,327,860,1165,1002,180,0.0,180,0.0,-38,0.1,-38,0.1,0.00,49.52,7.37,9.02,12.0,59.30,63.48,999,0,0,67.34,0,1312,50.2,37.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AC",2020-07-23 04:48:45.567
27151,618,192.168.0.101,2020-07-23 04:49:44,"240,235,236,230,225,248,48,0,999,999,45.20,41.10,104.50,465,90,0,0,0,598,620,810,260,180,4,100,0,0,0,1.6,3.0,25.1,49.9,29.6,0.1,213,327,862,1167,1003,180,0.1,180,0.1,-38,0.0,-38,0.0,0.00,49.52,7.37,9.02,12.0,59.30,63.40,999,0,0,67.27,0,1314,50.2,37.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A9",2020-07-23 04:49:35.813
27157,619,192.168.0.101,2020-07-23 04:50:33,"240,235,236,230,225,248,48,0,999,999,45.20,41.27,104.50,465,90,0,0,0,603,620,810,260,180,4,100,0,0,0,1.6,3.0,25.1,49.9,29.6,0.0,223,324,865,1172,1006,180,0.0,180,0.0,-37,0.0,-37,0.0,0.00,49.52,7.37,8.97,11.9,59.30,63.23,999,0,0,67.10,0,1322,50.2,37.40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A2",2020-07-23 04:50:24.017
27164,620,192.168.0.101,2020-07-23 04:51:23,"240,235,236,230,225,248,48,0,999,999,45.20,41.10,104.50,465,90,0,0,0,598,620,810,260,180,4,100,0,0,0,1.6,3.0,25.1,49.9,29.6,0.0,212,326,863,1167,1002,180,0.0,180,0.0,-38,0.0,-38,0.0,0.00,49.52,7.37,8.91,11.8,59.30,63.40,999,0,0,67.26,0,1315,50.2,37.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A2",2020-07-23 04:51:14.243
27171,621,192.168.0.101,2020-07-23 04:52:12,"240,235,236,230,225,248,48,0,999,999,45.20,41.16,104.50,465,90,0,0,0,599,620,810,260,180,4,100,0,0,0,1.6,3.0,25.1,49.9,29.6,0.1,215,326,864,1169,1004,180,0.1,180,0.1,-38,0.0,-38,0.0,0.00,49.52,7.37,8.93,11.9,59.30,63.34,999,0,0,67.21,0,1319,50.2,37.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BE",2020-07-23 04:52:03.457
27177,622,192.168.0.101,2020-07-23 04:53:02,"240,235,236,230,225,248,48,0,999,999,45.20,41.15,104.50,465,90,0,0,0,599,620,810,260,180,4,100,0,0,0,1.6,3.0,25.1,49.9,29.6,0.0,215,326,864,1170,1004,180,0.0,180,0.0,-37,0.1,-37,0.1,0.00,49.52,7.37,9.01,12.0,59.30,63.35,999,0,0,67.21,0,1318,50.2,37.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A1",2020-07-23 04:52:52.703
27185,623,192.168.0.101,2020-07-23 04:53:51,"240,235,236,230,225,247,48,0,999,999,45.20,40.94,104.50,465,90,0,0,0,596,620,810,260,180,4,100,0,0,0,1.6,3.0,25.1,49.9,29.6,0.1,200,328,861,1165,1002,180,0.1,180,0.1,-37,0.0,-37,0.0,0.00,49.52,7.37,9.00,11.9,59.30,63.56,999,0,0,67.42,0,1314,50.2,37.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AA",2020-07-23 04:53:41.960
27205,624,192.168.0.101,2020-07-23 04:56:34,"240,235,236,230,225,248,48,0,999,999,45.20,40.95,104.50,465,0,0,0,0,593,620,810,260,180,4,0,0,0,0,1.6,3.0,25.1,49.9,29.6,0.0,217,354,883,1158,996,180,0.0,180,0.0,-37,0.0,-37,0.0,0.00,0.00,7.37,0.00,0.0,59.30,63.55,999,0,0,67.38,0,1315,50.2,37.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3B",2020-07-23 04:56:25.580
27213,625,192.168.0.101,2020-07-23 04:57:24,"240,235,236,230,226,248,48,0,999,999,45.20,41.09,104.50,465,90,0,0,0,600,620,810,260,180,4,100,0,0,0,1.6,3.0,25.1,49.9,29.6,0.0,224,337,869,1165,1006,180,0.0,180,0.0,-37,0.1,-37,0.1,0.00,49.52,7.37,8.87,11.8,59.30,63.41,999,0,0,67.25,0,1315,50.2,37.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BA",2020-07-23 04:57:15.847
27218,626,192.168.0.101,2020-07-23 04:58:13,"240,235,236,230,225,248,48,0,999,999,45.20,41.09,104.50,465,90,0,0,0,599,620,810,260,180,4,100,0,0,0,1.6,3.0,25.1,49.9,29.6,0.0,218,332,866,1167,1005,180,0.0,180,0.0,-37,0.0,-37,0.0,0.00,49.52,7.37,8.95,11.9,59.30,63.41,999,0,0,67.27,0,1315,50.2,37.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C4",2020-07-23 04:58:04.010
27225,627,192.168.0.101,2020-07-23 04:59:03,"240,235,236,230,225,247,48,0,999,999,45.20,41.18,104.50,465,90,0,0,0,597,620,810,260,180,4,100,0,0,0,1.6,3.0,25.1,49.9,29.6,0.0,221,327,863,1165,1001,180,0.0,180,0.0,-37,0.0,-37,0.0,0.00,49.52,7.37,8.89,11.8,59.30,63.32,999,0,0,67.19,0,1315,50.2,37.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B9",2020-07-23 04:58:54.237
